exon	gene	chrom	exon_type	strand	exon_len	exon_start	exon_end	intergenic_5p_start	intergenic_5p_end	intergenic_3p_start	intergenic_3p_end	intergenic_5p_len	intergenic_3p_len	5p_end	5p_elements	3p_end	3p_elements	rec_region_start	rec_region_end	avg_rec_rate	numbp50	numbp75	length_5p	length_3p	divergence
NC_000004.11-118004710-118006736	TRAM1L1	NC_000004.11	protein_coding	-	2026	118004710	118006736	118006737	118349553	117520965	118004709	342817	483745	NA	none	NA	none	118004748	118006572	7.807780757142855	77	2160	342817	483745	0.000493339911198816
NC_000004.11-124235043-124240605	SPATA5	NC_000004.11	protein_coding	+	5562	124235043	124240605	124177336	124235042	124240606	124317949	57707	77344	NA	none	NA	none	124232735	124243453	2.23262598030303	2221	13115	57707	77344	0.0008987956138774043
NC_000004.11-126237567-126242741	FAT4	NC_000004.11	protein_coding	+	5174	126237567	126242741	125633888	126237566	126242742	126319938	603679	77197	NA	none	NA	none	126237059	126245898	0.8164737814736843	6858	26683	603679	77197	0.0005797101449275362
NC_000004.11-134111296-134115765	PCDH10	NC_000004.11	protein_coding	+	4469	134111296	134115765	134084438	134111295	134115766	135117487	26858	1001722	NA	none	NA	none	134111198	134120196	1.1072926096774194	4668	20580	26858	1001722	0.00044742729306487697
NC_000004.11-141786725-141789533	RNF150	NC_000004.11	protein_coding	-	2808	141786725	141789533	141789534	141832297	141677472	141786724	42764	109253	NA	none	141702469	phastConsE-141701031-141702469	141779778	141795573	1.833968375	1972	12186	42764	84255	0.001067995728017088
NC_000004.11-155410456-155412877	DCHS2	NC_000004.11	protein_coding	-	2421	155410456	155412877	155412878	155445112	155312450	155410455	32235	98006	NA	none	NA	none	155404870	155412888	0.7345800555555556	6060	24507	32235	98006	0.0
NC_000004.11-162305044-162307601	FSTL5	NC_000004.11	protein_coding	-	2557	162305044	162307601	162307602	162376155	160281303	162305043	68554	2023741	NA	none	NA	none	162305160	162307601	0.6767779740000001	6717	26335	68554	2023741	0.0023455824863174357
NC_000004.11-164392247-164395047	TKTL2	NC_000004.11	protein_coding	-	2800	164392247	164395047	164395048	164415672	164273087	164392246	20625	119160	NA	none	NA	none	164392306	164394526	1.3185604296296296	3122	15988	20625	119160	0.001785076758300607
NC_000004.11-170907748-170913460	MFAP3L	NC_000004.11	protein_coding	-	5712	170907748	170913460	170913461	170923115	170897054	170907747	9655	10694	NA	none	NA	none	170907927	170913322	4.236339333333333	901	7934	9655	10694	0.0012252756870295817
NC_000004.11-175563162-175565215	GLRA3	NC_000004.11	protein_coding	-	2053	175563162	175565215	175565216	175580204	175444045	175563161	14989	119117	NA	none	NA	none	175559562	175566986	1.2867	2883	15235	14989	119117	0.0004868549172346641
NC_000004.11-175896497-175899331	ADAM29	NC_000004.11	protein_coding	+	2834	175896497	175899331	175869373	175896496	175899332	176415720	27124	516389	NA	none	NA	none	175894857	175905542	0.8137089999999999	5636	23312	27124	516389	0.0031746031746031746
NC_000004.11-185009859-185012535	ENPP6	NC_000004.11	protein_coding	-	2676	185009859	185012535	185012536	185018397	184994353	185009858	5862	15506	NA	none	NA	none	185006916	185014430	2.8731970500000004	930	7993	5862	15506	0.0
NC_000005.9-6491331-6496834	UBE2QL1	NC_000005.9	protein_coding	+	5503	6491331	6496834	6449361	6491330	6496835	6582248	41970	85414	NA	none	NA	none	6491347	6496834	2.4414586020000004	1958	12196	41970	85414	0.0016351744186046512
NC_000005.9-33523640-33527471	ADAMTS12	NC_000005.9	protein_coding	-	3831	33523640	33527471	33527472	33534937	33503433	33523639	7466	20207	NA	none	NA	none	33500908	33664768	2.706379738620689	1318	9718	7466	20207	0.0005219206680584551
NC_000005.9-33936491-33939023	RXFP3	NC_000005.9	protein_coding	+	2532	33936491	33939023	33892298	33936490	33939024	33944720	44193	5697	NA	none	NA	none	33933263	33941453	8.541714578245456	85	2267	44193	5697	0.0011843663639952626
NC_000005.9-43444354-43446659	TMEM267	NC_000005.9	protein_coding	-	2305	43444354	43446659	43446660	43453759	43412494	43444353	7100	31860	NA	none	NA	none	43426690	43448821	4.155859992307692	407	5121	7100	31860	0.0
NC_000005.9-53839009-53842416	SNX18	NC_000005.9	protein_coding	+	3407	53839009	53842416	53816835	53839008	53842417	53955986	22174	113570	NA	none	NA	none	53835035	53847473	3.8474110680476237	670	6705	22174	113570	0.0020539906103286387
NC_000005.9-63255875-63258119	HTR1A	NC_000005.9	protein_coding	-	2244	63255875	63258119	63258120	63461669	62597872	63255874	203550	658003	NA	none	NA	none	63249780	63259445	1.002105725	4120	18994	203550	658003	0.0013363028953229399
NC_000005.9-63665442-63668696	RNF180	NC_000005.9	protein_coding	+	3254	63665442	63668696	63631759	63665441	63668697	63801773	33683	133077	NA	none	NA	none	63665202	63673032	1.525282717105263	2743	14793	33683	133077	0.00030721966205837174
NC_000005.9-64444563-64447772	ADAMTS6	NC_000005.9	protein_coding	-	3209	64444563	64447772	64447773	64466443	64314591	64444562	18671	129972	NA	none	NA	none	64439567	64451439	2.930570840869564	1023	8433	18671	129972	0.0006230529595015577
NC_000005.9-74323289-74326724	GCNT4	NC_000005.9	protein_coding	-	3435	74323289	74326724	74326725	74343543	74227836	74323288	16819	95453	NA	none	NA	none	74305282	74358919	5.022895959622644	410	5164	16819	95453	0.0002910360884749709
NC_000005.9-78669647-78672020	HOMER1	NC_000005.9	protein_coding	-	2373	78669647	78672020	78672021	78692645	78623039	78669646	20625	46608	NA	none	NA	none	78666088	78677265	3.86748323084	484	5616	20625	46608	0.00042122999157540015
NC_000005.9-82348665-82352973	TMEM167A	NC_000005.9	protein_coding	-	4308	82348665	82352973	82352974	82360022	82155656	82348664	7049	193009	NA	none	NA	none	82348771	82352971	6.13815590107143	355	4807	7049	193009	0.0016245068461359943
NC_000005.9-83236414-83239387	EDIL3	NC_000005.9	protein_coding	-	2973	83236414	83239387	83239388	83259023	83016897	83236413	19636	219517	NA	none	NA	none	83236292	83240443	1.1058491906666665	3993	18618	19636	219517	0.0013449899125756557
NC_000005.9-93486556-93489829	KIAA0825	NC_000005.9	protein_coding	-	3273	93486556	93489829	93489830	93720072	93447405	93486555	230243	39151	93545407	phastConsE-93545407-93545979	NA	none	93478092	93490301	0.6339127466666666	7666	28946	55577	39151	0.0015271838729383018
NC_000005.9-98128789-98132198	RGMB	NC_000005.9	protein_coding	+	3409	98128789	98132198	98115793	98128788	98132199	98169083	12996	36885	NA	none	NA	none	98024837	98140049	1.821213083333333	2201	12995	12996	36885	0.0020527859237536657
NC_000005.9-102421704-102423876	GIN1	NC_000005.9	protein_coding	-	2172	102421704	102423876	102423877	102432244	102368766	102421703	8368	52938	NA	none	NA	none	102419410	102427889	1.9530561961290325	1576	10717	8368	52938	0.0004601932811780948
NC_000005.9-112768251-112770728	TSSK1B	NC_000005.9	protein_coding	-	2477	112768251	112770728	112770729	112823941	112720910	112768250	53213	47341	NA	none	NA	none	112760474	112771063	1.1225507689523808	3681	17692	53213	47341	0.003228410008071025
NC_000005.9-129519922-129522327	CHSY3	NC_000005.9	protein_coding	+	2405	129519922	129522327	129477841	129519921	129522328	129722314	42081	199987	NA	none	NA	none	129518210	129525385	0.9840408172499999	4300	19518	42081	199987	0.0008316008316008316
NC_000005.9-139493708-139499001	PURA	NC_000005.9	protein_coding	+	5293	139493708	139499001	139487598	139493707	139499002	139505520	6110	6519	NA	none	NA	none	139493600	139499103	2.9208896747058826	1484	10422	6110	6519	0.0
NC_000005.9-140389212-140391929	PCDHA1	NC_000005.9	protein_coding	+	2717	140389212	140391929	140362149	140389211	140391930	140425789	27063	33860	NA	none	NA	none	140386524	140394278	0.6892641428571429	6686	26243	27063	33860	0.0007358351729212656
NC_000005.9-140501332-140505205	PCDHB4	NC_000005.9	protein_coding	+	3873	140501332	140505205	140483412	140501331	140505206	140514787	17920	9582	NA	none	NA	none	140497212	140506209	2.4972815438888887	1501	10451	17920	9582	0.0007743933918430562
NC_000005.9-148206156-148208197	ADRB2	NC_000005.9	protein_coding	+	2041	148206156	148208197	148034091	148206155	148208198	148361712	172065	153515	NA	none	NA	none	148205833	148208305	2.1288302	1325	9718	172065	153515	0.0004897159647404506
NC_000005.9-154393315-154397692	KIF4B	NC_000005.9	protein_coding	+	4377	154393315	154397692	154348972	154393314	154397693	154490703	44343	93011	NA	none	NA	none	154393548	154397676	0.6147224666666667	8606	31525	44343	93011	0.0013704888076747374
NC_000005.9-160715436-160721435	GABRB2	NC_000005.9	protein_coding	-	5999	160715436	160721435	160721436	160753374	160365634	160715435	31939	349802	NA	none	NA	none	160714724	160722064	1.2689532180000003	4570	20330	31939	349802	0.0011666666666666668
NC_000005.9-171469074-171472026	STK10	NC_000005.9	protein_coding	-	2952	171469074	171472026	171472027	171479932	171433878	171469073	7906	35196	NA	none	NA	none	171469190	171471531	5.89618200625	250	3972	7906	35196	0.0016931933626820183
NC_000005.9-176636637-176639196	NSD1	NC_000005.9	protein_coding	+	2559	176636637	176639196	176631294	176636636	176639197	176662821	5343	23625	NA	none	NA	none	176634067	176641241	9.793660002666664	60	1900	5343	23625	0.0
NC_000005.9-178537852-178541325	ADAMTS2	NC_000005.9	protein_coding	-	3473	178537852	178541325	178541326	178548661	178510979	178537851	7336	26873	NA	none	NA	none	178537890	178541210	3.089862342857143	993	8303	7336	26873	0.0017271157167530224
NC_000005.9-180217541-180220097	MGAT1	NC_000005.9	protein_coding	-	2556	180217541	180220097	180220098	180229679	180167059	180217540	9582	50482	NA	none	NA	none	180215074	180225833	8.052467	100	2467	9582	50482	0.0007821666014861165
NC_000006.11-1312675-1314993	FOXQ1	NC_000006.11	protein_coding	+	2318	1312675	1314993	1101568	1312674	1314994	1390068	211107	75075	NA	none	NA	none	1308552	1317761	2.4976884838709683	1081	8680	211107	75075	0.0
NC_000006.11-13363587-13365894	GFOD1	NC_000006.11	protein_coding	-	2307	13363587	13365894	13365895	13408141	13328816	13363586	42247	34771	NA	none	NA	none	13362067	13366235	2.625110460909091	988	8258	42247	34771	0.0017331022530329288
NC_000006.11-17291987-17294102	RBM24	NC_000006.11	protein_coding	+	2115	17291987	17294102	17284943	17291986	17294103	17393735	7044	99633	NA	none	NA	none	17277516	17296172	3.5197093143999996	533	5908	7044	99633	0.0004725897920604915
NC_000006.11-18120718-18122851	NHLRC1	NC_000006.11	protein_coding	-	2133	18120718	18122851	18122852	18128541	17987855	18120717	5690	132863	NA	none	NA	none	18055831	18223077	5.409762640833333	210	3613	5690	132863	0.00046860356138706655
NC_000006.11-22569678-22571891	HDGFL1	NC_000006.11	protein_coding	+	2213	22569678	22571891	22303083	22569677	22571892	22643738	266595	71847	NA	none	NA	none	22435811	22625636	2.585491533863636	989	8262	266595	71847	0.0018066847335140017
NC_000006.11-25983392-25987557	TRIM38	NC_000006.11	protein_coding	+	4165	25983392	25987557	25973514	25983391	25987558	26017259	9878	29702	NA	none	NA	none	25978849	25993171	5.372996422916666	441	5384	9878	29702	0.002640422467594815
NC_000006.11-37358518-37362514	RNF8	NC_000006.11	protein_coding	+	3996	37358518	37362514	37349131	37358517	37362515	37400906	9387	38392	NA	none	NA	none	37358339	37363368	1.8509623322727276	2344	13494	9387	38392	0.0015011258443832875
NC_000006.11-44794467-44797594	SUPT3H	NC_000006.11	protein_coding	-	3127	44794467	44797594	44797595	44900389	44519619	44794466	102795	274848	NA	none	NA	none	44790988	44806691	0.7420337422222223	6415	25478	102795	274848	0.0012791813239526704
NC_000006.11-47591922-47594999	CD2AP	NC_000006.11	protein_coding	+	3077	47591922	47594999	47580273	47591921	47595000	47624325	11649	29326	NA	none	NA	none	47583345	47599714	4.272248605116279	503	5746	11649	29326	0.001299545159194282
NC_000006.11-54804504-54809897	FAM83B	NC_000006.11	protein_coding	+	5393	54804504	54809897	54792431	54804503	54809898	54971257	12073	161360	NA	none	NA	none	54804386	54810103	1.9906158446491222	2529	14142	12073	161360	0.0018539117538005192
NC_000006.11-78170565-78173739	HTR1B	NC_000006.11	protein_coding	-	3174	78170565	78173739	78173740	78359990	77373117	78170564	186251	797448	78312305	phastConsE-78312305-78313058	NA	none	78168724	78182203	1.3764654323125	3106	15942	138565	797448	0.00031496062992125983
NC_000006.11-78632806-78636759	MEI4	NC_000006.11	protein_coding	+	3953	78632806	78636759	78538780	78632805	78636760	79577260	94026	940501	NA	none	NA	none	78629833	78638670	2.168407785277778	1870	11838	94026	940501	0.0012645422357106728
NC_000006.11-105544697-105549088	BVES	NC_000006.11	protein_coding	-	4391	105544697	105549088	105549089	105563560	105531208	105544696	14472	13489	NA	none	NA	none	105541021	105552083	2.3883144121774205	1740	11374	14472	13489	0.0015938069216757742
NC_000006.11-107473761-107475981	PDSS2	NC_000006.11	protein_coding	-	2220	107473761	107475981	107475982	107531642	107435637	107473760	55661	38124	NA	none	NA	none	107472436	107477388	3.7552763096666673	486	5624	55661	38124	0.0018009905447996398
NC_000006.11-107979411-107982513	SOBP	NC_000006.11	protein_coding	+	3102	107979411	107982513	107956674	107979410	107982514	108023360	22737	40847	NA	none	NA	none	107976509	107984320	1.0535051863636367	4299	19512	22737	40847	0.0012890750886239124
NC_000006.11-109001030-109005971	FOXO3	NC_000006.11	protein_coding	+	4941	109001030	109005971	108986093	109001029	109005972	109072856	14937	66885	NA	none	NA	none	108890362	109010508	1.4999363655737705	3427	16956	14937	66885	0.0004046944556859571
NC_000006.11-119134612-119137457	MCM9	NC_000006.11	protein_coding	-	2845	119134612	119137457	119137458	119147309	119104584	119134611	9852	30028	NA	none	NA	none	119122682	119140832	7.3895000820000005	143	2973	9852	30028	0.0014054813773717498
NC_000006.11-121767978-121770890	GJA1	NC_000006.11	protein_coding	+	2912	121767978	121770890	121756979	121767977	121770891	121974884	10999	203994	NA	none	NA	none	121766286	121772983	5.33088526	305	4408	10999	203994	0.0006865774116031583
NC_000006.11-123537484-123539885	TRDN	NC_000006.11	protein_coding	-	2401	123537484	123539885	123539886	123653023	123394066	123537483	113138	143418	NA	none	NA	none	123531714	123542668	0.7653993608124999	5775	23712	113138	143418	0.0008326394671107411
NC_000006.11-123670620-123673731	TRDN	NC_000006.11	protein_coding	-	3111	123670620	123673731	123673732	123714768	123658815	123670619	41037	11805	NA	none	NA	none	123670633	123673402	1.6145245370370371	2486	13954	41037	11805	0.0019280205655526992
NC_000006.11-131602670-131604675	AKAP7	NC_000006.11	protein_coding	+	2005	131602670	131604675	131574246	131602669	131604676	131790158	28424	185483	NA	none	NA	none	131600111	131607921	1.8911077695652176	1599	10805	28424	185483	0.0019940179461615153
NC_000006.11-137813336-137815531	OLIG3	NC_000006.11	protein_coding	-	2195	137813336	137815531	137815532	137864638	137540568	137813335	49107	272768	NA	none	137735488	phastConsE-137734845-137735488	137812161	137816983	1.0315669694545457	3947	18486	49107	77847	0.0018223234624145787
NC_000006.11-139046348-139048630	GVQW2	NC_000006.11	protein_coding	-	2282	139046348	139048630	139048631	139071264	139018426	139046347	22634	27922	NA	none	NA	none	139039829	139050873	1.7213049049999998	1966	12160	22634	27922	0.0030661410424879547
NC_000006.11-144507760-144513076	STX11	NC_000006.11	protein_coding	+	5316	144507760	144513076	144471841	144507759	144513077	144537683	35919	24607	NA	none	NA	none	144479599	144527662	1.442152638235294	3725	17858	35919	24607	0.000940379913485048
NC_000006.11-145172125-145174170	UTRN	NC_000006.11	protein_coding	+	2045	145172125	145174170	145161969	145172124	145174171	145503858	10156	329688	NA	none	NA	none	145171435	145216008	2.4136766618181813	1067	8614	10156	329688	0.0009775171065493646
NC_000006.11-149394969-149398126	UST	NC_000006.11	protein_coding	+	3157	149394969	149398126	149353798	149394968	149398127	149432923	41171	34797	NA	none	NA	none	149393131	149398778	1.0101942750000001	4547	20226	41171	34797	0.0009499683343888537
NC_000006.11-149730713-149732749	TAB2	NC_000006.11	protein_coding	+	2036	149730713	149732749	149722183	149730712	149732750	149768765	8530	36016	NA	none	NA	none	149730357	149752241	2.392452725	1081	8677	8530	36016	0.0004909180166912126
NC_000006.11-154475618-154481175	IPCEF1	NC_000006.11	protein_coding	-	5557	154475618	154481175	154481176	154489054	154453490	154475617	7879	22128	NA	none	NA	none	154470887	154482068	9.873629051730772	184	3460	7879	22128	0.0014393666786613889
NC_000006.11-161768590-161771243	PARK2	NC_000006.11	protein_coding	-	2653	161768590	161771243	161771244	161781119	161695108	161768589	9876	73482	NA	none	NA	none	161768613	161770634	3.6165121299999994	607	6342	9876	73482	0.003391107761868877
NC_000007.13-4897369-4901625	PAPOLB	NC_000007.13	protein_coding	-	4256	4897369	4901625	4901626	4917235	4876237	4897368	15610	21132	NA	none	NA	none	4892492	4909341	1.7295207319402999	2654	14523	15610	21132	0.0004698144233027954
NC_000007.13-6691934-6697910	ZNF316	NC_000007.13	protein_coding	+	5976	6691934	6697910	6684225	6691933	6697911	6728063	7709	30153	NA	none	NA	none	6692000	6697852	2.618120065625	1884	11945	7709	30153	0.001840388154592605
NC_000007.13-14184674-14188863	DGKB	NC_000007.13	protein_coding	-	4189	14184674	14188863	14188864	14215597	14111025	14184673	26734	73649	NA	none	NA	none	14184719	14188857	0.9752199204597705	5245	22208	26734	73649	0.0011933174224343676
NC_000007.13-16127152-16131424	ISPD	NC_000007.13	protein_coding	-	4272	16127152	16131424	16131425	16248539	15736518	16127151	117115	390634	NA	none	NA	none	16112336	16136814	4.543125311264368	614	6419	117115	390634	0.00117096018735363
NC_000007.13-21550640-21554440	SP4	NC_000007.13	protein_coding	+	3800	21550640	21554440	21521742	21550639	21554441	21582832	28898	28392	NA	none	NA	none	21463730	21575218	7.261769481481481	217	3710	28898	28392	0.00026308866087871614
NC_000007.13-31790793-31793167	PDE1C	NC_000007.13	protein_coding	-	2374	31790793	31793167	31793168	31815277	31748070	31790792	22110	42723	NA	none	NA	none	31788050	31798153	0.9027868648571429	4755	20828	22110	42723	0.002105263157894737
NC_000007.13-34192704-34195484	BMPER	NC_000007.13	protein_coding	+	2780	34192704	34195484	34182973	34192703	34195485	34386123	9731	190639	NA	none	NA	none	34178675	34236206	4.466401166103447	419	5205	9731	190639	0.000719165767709457
NC_000007.13-37779982-37783423	GPR141	NC_000007.13	protein_coding	+	3441	37779982	37783423	37769641	37779981	37783424	37888198	10341	104775	NA	none	NA	none	37754420	37951135	3.1133920623877547	974	8214	10341	104775	0.0026147588611272515
NC_000007.13-65617195-65619555	CRCP	NC_000007.13	protein_coding	+	2360	65617195	65619555	65610488	65617194	65619556	65670258	6707	50703	NA	none	NA	none	65615480	65621299	2.171926231891892	1383	9958	6707	50703	0.0008470986869970351
NC_000007.13-75956108-75959550	YWHAG	NC_000007.13	protein_coding	-	3442	75956108	75959550	75959551	75988038	75933615	75956107	28488	22493	NA	none	NA	none	75952686	75960438	3.3554864691666677	858	7667	28488	22493	0.0005808887598024978
NC_000007.13-77646374-77649293	MAGI2	NC_000007.13	protein_coding	-	2919	77646374	77649293	77649294	77708263	77586822	77646373	58970	59552	NA	none	NA	none	77641161	77653356	1.3656210446875	3031	15705	58970	59552	0.0006849315068493151
NC_000007.13-90893783-90898132	FZD1	NC_000007.13	protein_coding	+	4349	90893783	90898132	90839906	90893782	90898133	91502189	53877	604057	NA	none	NA	none	90893822	90898128	1.5981166280000003	2971	15537	53877	604057	0.000689655172413793
NC_000007.13-91630162-91632549	AKAP9	NC_000007.13	protein_coding	+	2387	91630162	91632549	91625115	91630161	91632550	91641742	5047	9193	NA	none	NA	none	91628612	91632589	2.4157787749999997	1165	9049	5047	9193	0.001256281407035176
NC_000007.13-99488030-99490369	TRIM4	NC_000007.13	protein_coding	-	2339	99488030	99490369	99490370	99500840	99474657	99488029	10471	13373	NA	none	NA	none	99483728	99495135	1.6138843439393937	2188	12941	10471	13373	0.001282051282051282
NC_000007.13-110762471-110765510	LRRN3	NC_000007.13	protein_coding	+	3039	110762471	110765510	110740019	110762470	110765511	111127293	22452	361783	NA	none	NA	none	110461325	110822797	1.2307378517241383	3523	17219	22452	361783	0.001973684210526316
NC_000007.13-116146025-116148595	CAV2	NC_000007.13	protein_coding	+	2570	116146025	116148595	116140502	116146024	116148596	116164838	5523	16243	NA	none	NA	none	116146070	116148552	3.0433428722222224	815	7439	5523	16243	0.00038895371450797355
NC_000007.13-119913722-119915801	KCND2	NC_000007.13	protein_coding	+	2079	119913722	119915801	119547430	119913721	119915802	120372956	366292	457155	NA	none	NA	none	119913783	119915669	1.6429233757894737	2028	12380	366292	457155	0.0009615384615384616
NC_000007.13-124404008-124406079	GPR37	NC_000007.13	protein_coding	-	2071	124404008	124406079	124406080	124417345	124387398	124404007	11266	16610	NA	none	NA	none	124399083	124417247	6.078717938888889	153	3066	11266	16610	0.0009652509652509653
NC_000007.13-129394858-129396922	NRF1	NC_000007.13	protein_coding	+	2064	129394858	129396922	129384070	129394857	129396923	129410222	10788	13300	NA	none	NA	none	129393392	129398757	8.73311847409091	58	1870	10788	13300	0.0009689922480620155
NC_000007.13-134777061-134779334	C7orf49	NC_000007.13	protein_coding	-	2273	134777061	134779334	134779335	134800131	134766543	134777060	20797	10518	NA	none	NA	none	134776970	134779369	3.282566842105263	646	6556	20797	10518	0.0
NC_000007.13-135611503-135614760	MTPN	NC_000007.13	protein_coding	-	3257	135611503	135614760	135614761	135635346	135433595	135611502	20586	177908	NA	none	NA	none	135611510	135614748	1.2807611094736842	3444	16980	20586	177908	0.0012277470841006752
NC_000007.13-143268894-143271480	CTAGE15	NC_000007.13	protein_coding	+	2586	143268894	143271480	143230304	143268893	143271481	143295130	38590	23650	NA	none	NA	none	143231932	143299257	1.4283722105263161	2715	14699	38590	23650	0.0
NC_000007.13-148112509-148118090	CNTNAP2	NC_000007.13	protein_coding	+	5581	148112509	148118090	148106564	148112508	148118091	148287656	5945	169566	NA	none	NA	none	148112872	148118051	4.946484677837837	686	6848	5945	169566	0.0014331780723754925
NC_000007.13-148799876-148802658	ZNF425	NC_000007.13	protein_coding	-	2782	148799876	148802658	148802659	148809228	148787870	148799875	6570	12006	NA	none	NA	none	148799980	148802466	9.621617568235294	72	2086	6570	12006	0.0021559468199784403
NC_000007.13-154875865-154879102	HTR5A	NC_000007.13	protein_coding	+	3237	154875865	154879102	154863268	154875864	154879103	154973590	12597	94488	NA	none	NA	none	154874440	154882274	1.455899682352941	2911	15329	12597	94488	0.00030883261272390367
NC_000008.10-6500515-6506026	MCPH1	NC_000008.10	protein_coding	+	5511	6500515	6506026	6484832	6500514	6506027	6565661	15683	59635	NA	none	NA	none	6500529	6505996	2.24470885078125	2192	13016	15683	59635	0.003084179970972424
NC_000008.10-8747571-8751131	MFHAS1	NC_000008.10	protein_coding	-	3560	8747571	8751131	8751132	8791187	8655002	8747570	40056	92569	NA	none	NA	none	8747676	8751106	7.968479549999999	162	3190	40056	92569	0.0
NC_000008.10-8887302-8890849	ERI1	NC_000008.10	protein_coding	+	3547	8887302	8890849	8877975	8887301	8890850	8905954	9327	15105	NA	none	NA	none	8879490	8899335	3.5061997230769224	816	7461	9327	15105	0.0
NC_000008.10-8993764-8999178	PPP1R3B	NC_000008.10	protein_coding	-	5414	8993764	8999178	8999179	9008072	8906029	8993763	8894	87735	NA	none	NA	none	8993774	8999161	2.438215783097346	1940	12131	8894	87735	0.0
NC_000008.10-9634160-9639856	TNKS	NC_000008.10	protein_coding	+	5696	9634160	9639856	9627773	9634159	9639857	9757573	6387	117717	NA	none	NA	none	9632882	9664352	4.337279451698113	866	7765	6387	117717	0.0
NC_000008.10-10753654-10756426	XKR6	NC_000008.10	protein_coding	-	2772	10753654	10756426	10756427	10782143	10704020	10753653	25717	49634	NA	none	NA	none	10750919	10759375	2.8990243709200003	938	8034	25717	49634	0.0
NC_000008.10-11278973-11282145	FAM167A	NC_000008.10	protein_coding	-	3172	11278973	11282145	11282146	11291428	11258675	11278972	9283	20298	NA	none	NA	none	11222368	11313488	2.7307396512195123	1140	8952	9283	20298	0.0
NC_000008.10-13942344-13948146	SGCZ	NC_000008.10	protein_coding	-	5802	13942344	13948146	13948147	13959884	13880949	13942343	11738	61395	NA	none	NA	none	13942346	13948141	2.0918537943089426	2480	13994	11738	61395	0.0013785972772703773
NC_000008.10-17611226-17613470	MTUS1	NC_000008.10	protein_coding	-	2244	17611226	17613470	17613471	17658106	17601309	17611225	44636	9917	NA	none	NA	none	17611247	17613440	3.1170885953488368	707	6881	44636	9917	0.0008908685968819599
NC_000008.10-27727399-27729587	SCARA5	NC_000008.10	protein_coding	-	2188	27727399	27729587	27729588	27737085	27695613	27727398	7498	31786	NA	none	NA	none	27721841	27733356	3.4078182228571428	584	6204	7498	31786	0.0009136592051164915
NC_000008.10-37716465-37720631	RAB11FIP1	NC_000008.10	protein_coding	-	4166	37716465	37720631	37720632	37727937	37707432	37716464	7306	9033	NA	none	NA	none	37716157	37722305	2.5644360767857135	1515	10513	7306	9033	0.0014402304368698992
NC_000008.10-51705231-51709216	SNTG1	NC_000008.10	protein_coding	+	3985	51705231	51709216	51675426	51705230	51709217	52232136	29805	522920	NA	none	NA	none	51602749	51723277	1.4419050608253967	3241	16369	29805	522920	0.002007024586051179
NC_000008.10-59058466-59062277	FAM110B	NC_000008.10	protein_coding	+	3811	59058466	59062277	59026225	59058465	59062278	59168329	32241	106052	NA	none	NA	none	59054911	59063637	1.6165534775	2739	14789	32241	106052	0.0015739769150052466
NC_000008.10-62536269-62538839	ASPH	NC_000008.10	protein_coding	-	2570	62536269	62538839	62538840	62550505	62496589	62536268	11666	39680	NA	none	NA	none	62531551	62541340	2.6690337981081096	1028	8447	11666	39680	0.0011668611435239206
NC_000008.10-64122241-64125346	YTHDF3	NC_000008.10	protein_coding	+	3105	64122241	64125346	64100304	64122240	64125347	64321532	21937	196186	NA	none	NA	none	64120753	64128225	3.365179011684211	787	7305	21937	196186	0.0
NC_000008.10-71646031-71648177	XKR9	NC_000008.10	protein_coding	+	2146	71646031	71648177	71619389	71646030	71648178	72109667	26642	461490	NA	none	71963789	phastConsE-71963789-71964309	71643404	71655031	2.3384153120588236	1159	9019	26642	315611	0.0009315323707498836
NC_000008.10-73848170-73850584	KCNB2	NC_000008.10	protein_coding	+	2414	73848170	73850584	73664079	73848169	73850585	73921096	184091	70512	NA	none	NA	none	73847613	73851791	1.5264798367454546	2404	13676	184091	70512	0.0008281573498964803
NC_000008.10-88882971-88886296	DCAF4L2	NC_000008.10	protein_coding	-	3325	88882971	88886296	88886297	89049459	88801939	88882970	163163	81032	89044407	phastConsE-89044407-89044939	NA	none	88878204	88893230	1.5042685453333329	2822	15047	158110	81032	0.0006013229104028864
NC_000008.10-104240217-104242533	BAALC	NC_000008.10	protein_coding	+	2316	104240217	104242533	104225314	104240216	104242534	104310660	14903	68127	NA	none	NA	none	104157376	104306316	1.391644025210526	2697	14638	14903	68127	0.001294777729823047
NC_000008.10-123963532-123966268	ZHX2	NC_000008.10	protein_coding	+	2736	123963532	123966268	123875779	123963531	123966269	123985481	87753	19213	NA	none	NA	none	123927513	124008897	5.738386451515152	243	3909	87753	19213	0.0021921812203142127
NC_000008.10-133582667-133584728	LRRC6	NC_000008.10	protein_coding	-	2061	133582667	133584728	133584729	133590654	133573727	133582666	5926	8940	NA	none	NA	none	133580944	133587867	7.4075746822727275	91	2352	5926	8940	0.00048496605237633366
NC_000008.10-145946294-145948767	ZNF251	NC_000008.10	protein_coding	-	2473	145946294	145948767	145948768	145979067	145911198	145946293	30300	35096	NA	none	NA	none	145946239	145948894	0.85314954	5140	21922	30300	35096	0.0
NC_000009.11-15971607-15974037	CCDC171	NC_000009.11	protein_coding	+	2430	15971607	15974037	15920421	15971606	15974038	16203932	51186	229895	NA	none	NA	none	15970682	15976558	2.3656755488372094	1220	9284	51186	229895	0.0
